,filename,loc,cam,date,time
0,e44_set/sgpstereocamaE44.a1.20210113.171000.jpg,SGP,E44a,20210113,171000
1,e44_set/sgpstereocamaE44.a1.20210112.220700.jpg,SGP,E44a,20210112,220700
2,e44_set/sgpstereocamaE44.a1.20210201.221700.jpg,SGP,E44a,20210201,221700
3,e44_set/sgpstereocamaE44.a1.20210201.234640.jpg,SGP,E44a,20210201,234640
4,e44_set/sgpstereocamaE44.a1.20210113.161400.jpg,SGP,E44a,20210113,161400
5,e44_set/sgpstereocamaE44.a1.20210921.222920.jpg,SGP,E44a,20210921,222920
6,e44_set/sgpstereocamaE44.a1.20210201.234520.jpg,SGP,E44a,20210201,234520
7,e44_set/sgpstereocamaE44.a1.20210112.225900.jpg,SGP,E44a,20210112,225900
8,e44_set/sgpstereocamaE44.a1.20210201.234440.jpg,SGP,E44a,20210201,234440
9,e44_set/sgpstereocamaE44.a1.20210113.164220.jpg,SGP,E44a,20210113,164220
10,e44_set/sgpstereocamaE44.a1.20210726.231940.jpg,SGP,E44a,20210726,231940
11,e44_set/sgpstereocamaE44.a1.20210112.213120.jpg,SGP,E44a,20210112,213120
12,e44_set/sgpstereocamaE44.a1.20210726.231000.jpg,SGP,E44a,20210726,231000
13,e44_set/sgpstereocamaE44.a1.20210201.231920.jpg,SGP,E44a,20210201,231920
14,e44_set/sgpstereocamaE44.a1.20210201.224120.jpg,SGP,E44a,20210201,224120
15,e44_set/sgpstereocamaE44.a1.20210201.223920.jpg,SGP,E44a,20210201,223920
16,e44_set/sgpstereocamaE44.a1.20210921.214920.jpg,SGP,E44a,20210921,214920
17,e44_set/sgpstereocamaE44.a1.20210726.225840.jpg,SGP,E44a,20210726,225840
18,e44_set/sgpstereocamaE44.a1.20210113.171600.jpg,SGP,E44a,20210113,171600
19,e44_set/sgpstereocamaE44.a1.20210702.233920.jpg,SGP,E44a,20210702,233920
20,e44_set/sgpstereocamaE44.a1.20210921.220920.jpg,SGP,E44a,20210921,220920
21,e44_set/sgpstereocamaE44.a1.20210113.173200.jpg,SGP,E44a,20210113,173200
22,e44_set/sgpstereocamaE44.a1.20210201.234120.jpg,SGP,E44a,20210201,234120
23,e44_set/sgpstereocamaE44.a1.20210203.230720.jpg,SGP,E44a,20210203,230720
24,e44_set/sgpstereocamaE44.a1.20210113.161200.jpg,SGP,E44a,20210113,161200
25,e44_set/sgpstereocamaE44.a1.20210113.165700.jpg,SGP,E44a,20210113,165700
26,e44_set/sgpstereocamaE44.a1.20210921.220100.jpg,SGP,E44a,20210921,220100
27,e44_set/sgpstereocamaE44.a1.20210113.151100.jpg,SGP,E44a,20210113,151100
28,e44_set/sgpstereocamaE44.a1.20210201.234320.jpg,SGP,E44a,20210201,234320
29,e44_set/sgpstereocamaE44.a1.20210113.191720.jpg,SGP,E44a,20210113,191720
30,e44_set/sgpstereocamaE44.a1.20210113.164540.jpg,SGP,E44a,20210113,164540
31,e44_set/sgpstereocamaE44.a1.20210113.174140.jpg,SGP,E44a,20210113,174140
32,e44_set/sgpstereocamaE44.a1.20210113.163400.jpg,SGP,E44a,20210113,163400
33,e44_set/sgpstereocamaE44.a1.20210113.172900.jpg,SGP,E44a,20210113,172900
34,e44_set/sgpstereocamaE44.a1.20210203.230340.jpg,SGP,E44a,20210203,230340
35,e44_set/sgpstereocamaE44.a1.20210702.224140.jpg,SGP,E44a,20210702,224140
36,e44_set/sgpstereocamaE44.a1.20210113.132600.jpg,SGP,E44a,20210113,132600
37,e44_set/sgpstereocamaE44.a1.20210201.234420.jpg,SGP,E44a,20210201,234420
38,e44_set/sgpstereocamaE44.a1.20210203.230220.jpg,SGP,E44a,20210203,230220
39,e44_set/sgpstereocamaE44.a1.20210921.215900.jpg,SGP,E44a,20210921,215900
40,e44_set/sgpstereocamaE44.a1.20210112.233440.jpg,SGP,E44a,20210112,233440
41,e44_set/sgpstereocamaE44.a1.20210113.153000.jpg,SGP,E44a,20210113,153000
42,e44_set/sgpstereocamaE44.a1.20210113.165940.jpg,SGP,E44a,20210113,165940
43,e44_set/sgpstereocamaE44.a1.20210203.232420.jpg,SGP,E44a,20210203,232420
44,e44_set/sgpstereocamaE44.a1.20210218.230640.jpg,SGP,E44a,20210218,230640
45,e44_set/sgpstereocamaE44.a1.20210113.164040.jpg,SGP,E44a,20210113,164040
46,e44_set/sgpstereocamaE44.a1.20210113.150440.jpg,SGP,E44a,20210113,150440
47,e44_set/sgpstereocamaE44.a1.20210921.215240.jpg,SGP,E44a,20210921,215240
48,e44_set/sgpstereocamaE44.a1.20210113.162800.jpg,SGP,E44a,20210113,162800
49,e44_set/sgpstereocamaE44.a1.20210113.172540.jpg,SGP,E44a,20210113,172540
50,e44_set/sgpstereocamaE44.a1.20210113.145840.jpg,SGP,E44a,20210113,145840
51,e44_set/sgpstereocamaE44.a1.20210921.214600.jpg,SGP,E44a,20210921,214600
52,e44_set/sgpstereocamaE44.a1.20210113.172140.jpg,SGP,E44a,20210113,172140
53,e44_set/sgpstereocamaE44.a1.20210113.140440.jpg,SGP,E44a,20210113,140440
54,e44_set/sgpstereocamaE44.a1.20210113.173840.jpg,SGP,E44a,20210113,173840
55,e44_set/sgpstereocamaE44.a1.20210921.223440.jpg,SGP,E44a,20210921,223440
56,e44_set/sgpstereocamaE44.a1.20210726.230540.jpg,SGP,E44a,20210726,230540
57,e44_set/sgpstereocamaE44.a1.20210702.235100.jpg,SGP,E44a,20210702,235100
58,e44_set/sgpstereocamaE44.a1.20210201.234800.jpg,SGP,E44a,20210201,234800
59,e44_set/sgpstereocamaE44.a1.20210921.215520.jpg,SGP,E44a,20210921,215520
60,e44_set/sgpstereocamaE44.a1.20210201.222440.jpg,SGP,E44a,20210201,222440
61,e44_set/sgpstereocamaE44.a1.20210201.234020.jpg,SGP,E44a,20210201,234020
62,e44_set/sgpstereocamaE44.a1.20210112.231520.jpg,SGP,E44a,20210112,231520
63,e44_set/sgpstereocamaE44.a1.20210702.235520.jpg,SGP,E44a,20210702,235520
64,e44_set/sgpstereocamaE44.a1.20210218.235900.jpg,SGP,E44a,20210218,235900
65,e44_set/sgpstereocamaE44.a1.20210113.171320.jpg,SGP,E44a,20210113,171320
66,e44_set/sgpstereocamaE44.a1.20210113.173720.jpg,SGP,E44a,20210113,173720
67,e44_set/sgpstereocamaE44.a1.20210921.214140.jpg,SGP,E44a,20210921,214140
68,e44_set/sgpstereocamaE44.a1.20210201.234400.jpg,SGP,E44a,20210201,234400
69,e44_set/sgpstereocamaE44.a1.20210201.214920.jpg,SGP,E44a,20210201,214920
70,e44_set/sgpstereocamaE44.a1.20210113.165220.jpg,SGP,E44a,20210113,165220
71,e44_set/sgpstereocamaE44.a1.20210113.161720.jpg,SGP,E44a,20210113,161720
72,e44_set/sgpstereocamaE44.a1.20210203.231040.jpg,SGP,E44a,20210203,231040
73,e44_set/sgpstereocamaE44.a1.20210203.213020.jpg,SGP,E44a,20210203,213020
74,e44_set/sgpstereocamaE44.a1.20210113.172400.jpg,SGP,E44a,20210113,172400
75,e44_set/sgpstereocamaE44.a1.20210203.214820.jpg,SGP,E44a,20210203,214820
76,e44_set/sgpstereocamaE44.a1.20210201.223340.jpg,SGP,E44a,20210201,223340
77,e44_set/sgpstereocamaE44.a1.20210201.233620.jpg,SGP,E44a,20210201,233620
78,e44_set/sgpstereocamaE44.a1.20210726.231320.jpg,SGP,E44a,20210726,231320
79,e44_set/sgpstereocamaE44.a1.20210203.215440.jpg,SGP,E44a,20210203,215440
80,e44_set/sgpstereocamaE44.a1.20210702.234200.jpg,SGP,E44a,20210702,234200
81,e44_set/sgpstereocamaE44.a1.20210921.213600.jpg,SGP,E44a,20210921,213600
82,e44_set/sgpstereocamaE44.a1.20210113.172820.jpg,SGP,E44a,20210113,172820
83,e44_set/sgpstereocamaE44.a1.20210726.225740.jpg,SGP,E44a,20210726,225740
84,e44_set/sgpstereocamaE44.a1.20210921.220340.jpg,SGP,E44a,20210921,220340
85,e44_set/sgpstereocamaE44.a1.20210201.234200.jpg,SGP,E44a,20210201,234200
86,e44_set/sgpstereocamaE44.a1.20210203.231720.jpg,SGP,E44a,20210203,231720
87,e44_set/sgpstereocamaE44.a1.20210702.234820.jpg,SGP,E44a,20210702,234820
88,e44_set/sgpstereocamaE44.a1.20210921.235940.jpg,SGP,E44a,20210921,235940
89,e44_set/sgpstereocamaE44.a1.20210201.220840.jpg,SGP,E44a,20210201,220840
90,e44_set/sgpstereocamaE44.a1.20210203.233240.jpg,SGP,E44a,20210203,233240
